template,action,template_skeleton,prompt_preview,target_preview,variant_note,source_prompt_preview,source_target_preview
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU5712, <TXWY> Kilo, Golf, Charlie, <GATE> D2 [Pilot]: Greensboro Ground, <F#> JBU5712, clear of active, request taxi to Gate <GATE> D2.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU5712, clear of active, request taxi to Gate D2. Structured context: - callsign: JBU5712 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU5712, <TXWY> Kilo, Golf, Charlie, <GATE> D2 [Pilot]: Greensboro Ground, <F#> ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: JBU5712, taxi to Gate D2 via Kilo, Golf, Charlie."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9431, <WIND> 230 at 14, <RWY> 05R, <DIST> 4mi [Pilot]: Greensboro Tower, <F#> DAL9431, <DIST> 4 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, DAL9431, 4 miles out. Structured context: - callsign: DAL9431 - runway: 05R - taxi_route: Alpha, Hotel, Jul","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL9431, <WIND> 230 at 14, <RWY> 05R, <DIST> 4mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: DAL9431, wind 230 at 14, Runway 05R cleared to land."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N4152J, <TXWY> Echo, Juliet, Delta, <GATE> C5 [Pilot]: Greensboro Ground, <F#> N4152J, clear of active, request taxi to Gate <GATE> C5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N4152J, clear of active, request taxi to Gate C5. Structured context: - callsign: N4152J - runway: 32 - ta","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N4152J, <TXWY> Echo, Juliet, Delta, <GATE> C5 [Pilot]: Greensboro Ground, <F#> N",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: N4152J, taxi to Gate C5 via Echo, Juliet, Delta."
tower_cleared_to_land,cleared to land,"(ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL6329, <WIND> 320 at 12, <RWY> 05R, <DIST> 5mi [Pilot]: Greensboro Tower, <F#> UAL6329, <DIST> 5 miles out.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Tower, UAL6329, 5 miles out. Structured context: - callsign: UAL6329 - runway: 05R - taxi_route: Golf, Hotel - gat","TEMPLATE_ID: tower_cleared_to_land TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL6329, <WIND> 320 at 12, <RWY> 05R, <DIST> 5mi [Pilot]: ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to l","[ATC]: UAL6329, wind 320 at 12, Runway 05R cleared to land."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU9019, <ALT> 4000ft, <RWY> 23R, <DIST> 18.0NM [Pilot]: Greensboro Approach, <F#> JBU9019, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU9019, level 7000 feet, inbound for landing. Structured context: - callsign: JBU9019 - runway: 23R - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU9019, <ALT> 4000ft, <RWY> 23R",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU9019, radar contact, descend and maintain 4000, expect ILS Runway 23R."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU1992, <TXWY> Echo, Bravo, Golf, <GATE> B2 [Pilot]: Greensboro Ground, <F#> JBU1992, clear of active, request taxi to Gate <GATE> B2.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU1992, clear of active, request taxi to Gate B2. Structured context: - callsign: JBU1992 - runway: 32 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU1992, <TXWY> Echo, Bravo, Golf, <GATE> B2 [Pilot]: Greensboro Ground, <F#> JB",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: JBU1992, taxi to Gate B2 via Echo, Bravo, Golf."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL7106, <TXWY> Hotel, Alpha, <GATE> A5 [Pilot]: Greensboro Ground, <F#> AAL7106, clear of active, request taxi to Gate <GATE> A5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, AAL7106, clear of active, request taxi to Gate A5. Structured context: - callsign: AAL7106 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL7106, <TXWY> Hotel, Alpha, <GATE> A5 [Pilot]: Greensboro Ground, <F#> AAL7106",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: AAL7106, taxi to Gate A5 via Hotel, Alpha."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA1744, <GATE> C5, <RWY> 32, <TXWY> Hotel, Charlie, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> ASA1744, at Gate <GATE> C5, request taxi to Runway <RWY> 32.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, ASA1744, at Gate C5, request taxi to Runway 32. Structured context: - callsign: ASA1744 - runway: 32 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA1744, <GATE> C5, <RWY> 32, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: ASA1744, taxi to Runway 32 via Hotel, Charlie, hold short of Runway 05L."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL4180, <GATE> B2, <RWY> 14, <TXWY> Hotel, Foxtrot, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> UAL4180, at Gate <GATE> B2, request taxi to Runway <RWY> 14.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL4180, at Gate B2, request taxi to Runway 14. Structured context: - callsign: UAL4180 - runway: 14 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL4180, <GATE> B2, <RWY> 14, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: UAL4180, taxi to Runway 14 via Hotel, Foxtrot, hold short of Runway 05R."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL9105, <TXWY> Charlie, Hotel, Golf, <GATE> C3 [Pilot]: Greensboro Ground, <F#> UAL9105, clear of active, request taxi to Gate <GATE> C3.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, UAL9105, clear of active, request taxi to Gate C3. Structured context: - callsign: UAL9105 - runway: 05R -","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL9105, <TXWY> Charlie, Hotel, Golf, <GATE> C3 [Pilot]: Greensboro Ground, <F#>",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: UAL9105, taxi to Gate C3 via Charlie, Hotel, Golf."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU7770, <GATE> C5, <RWY> 05L, <TXWY> Foxtrot, Hotel, Bravo, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> JBU7770, at Gate <GATE> C5, request taxi to Runway <RWY> 05L.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU7770, at Gate C5, request taxi to Runway 05L. Structured context: - callsign: JBU7770 - runway: 05L - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU7770, <GATE> C5, <RWY> 05L, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: JBU7770, taxi to Runway 05L via Foxtrot, Hotel, Bravo, hold short of Runway 14."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL7922, <ALT> 5000ft, <RWY> 14, <DIST> 7.9NM [Pilot]: Greensboro Approach, <F#> UAL7922, level 10000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, UAL7922, level 10000 feet, inbound for landing. Structured context: - callsign: UAL7922 - runway: 14 - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL7922, <ALT> 5000ft, <RWY> 14,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: UAL7922, radar contact, descend and maintain 5000, expect ILS Runway 14."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA5864, <ALT> 5000ft, <RWY> 32, <DIST> 6.0NM [Pilot]: Greensboro Approach, <F#> SWA5864, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, SWA5864, level 7000 feet, inbound for landing. Structured context: - callsign: SWA5864 - runway: 32 - ta","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA5864, <ALT> 5000ft, <RWY> 32,",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: SWA5864, radar contact, descend and maintain 5000, expect ILS Runway 32."
approach_descend_expect_ils,descend,"(ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU2489, <ALT> 5000ft, <RWY> 23L, <DIST> 23.8NM [Pilot]: Greensboro Approach, <F#> JBU2489, level 7000 feet, inbound for landing.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Approach, JBU2489, level 7000 feet, inbound for landing. Structured context: - callsign: JBU2489 - runway: 23L - t","TEMPLATE_ID: approach_descend_expect_ils TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU2489, <ALT> 5000ft, <RWY> 23L",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain","[ATC]: JBU2489, radar contact, descend and maintain 5000, expect ILS Runway 23L."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT6865, <GATE> A1, <RWY> 05R, <TXWY> Delta, Bravo, Juliet, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> FFT6865, at Gate <GATE> A1, request taxi to Runway <RWY> 05R.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, FFT6865, at Gate A1, request taxi to Runway 05R. Structured context: - callsign: FFT6865 - runway: 05R - t","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT6865, <GATE> A1, <RWY> 05R, <TXW",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: FFT6865, taxi to Runway 05R via Delta, Bravo, Juliet, hold short of Runway 32."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU1347, <TXWY> Echo, Lima, <GATE> C1 [Pilot]: Greensboro Ground, <F#> JBU1347, clear of active, request taxi to Gate <GATE> C1.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, JBU1347, clear of active, request taxi to Gate C1. Structured context: - callsign: JBU1347 - runway: 32 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU1347, <TXWY> Echo, Lima, <GATE> C1 [Pilot]: Greensboro Ground, <F#> JBU1347, ",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: JBU1347, taxi to Gate C1 via Echo, Lima."
ground_taxi_hold_short,hold short,"(ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL2594, <GATE> A3, <RWY> 32, <TXWY> Lima, Charlie, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> DAL2594, at Gate <GATE> A3, request taxi to Runway <RWY> 32.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, DAL2594, at Gate A3, request taxi to Runway 32. Structured context: - callsign: DAL2594 - runway: 32 - tax","TEMPLATE_ID: ground_taxi_hold_short TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> DAL2594, <GATE> A3, <RWY> 32, <TXWY",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [","[ATC]: DAL2594, taxi to Runway 32 via Lima, Charlie, hold short of Runway 14."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N2996E, <TXWY> Juliet, Golf, Lima, <GATE> B6 [Pilot]: Greensboro Ground, <F#> N2996E, clear of active, request taxi to Gate <GATE> B6.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, N2996E, clear of active, request taxi to Gate B6. Structured context: - callsign: N2996E - runway: 05L - t","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N2996E, <TXWY> Juliet, Golf, Lima, <GATE> B6 [Pilot]: Greensboro Ground, <F#> N2",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: N2996E, taxi to Gate B6 via Juliet, Golf, Lima."
ground_taxi_to_gate,taxi,"(ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA8935, <TXWY> Charlie, Juliet, Kilo, <GATE> A5 [Pilot]: Greensboro Ground, <F#> SWA8935, clear of active, request taxi to Gate <GATE> A5.","Generate the next controller transmission from the scenario context below. Pilot transmission: Greensboro Ground, SWA8935, clear of active, request taxi to Gate A5. Structured context: - callsign: SWA8935 - runway: 14 - ","TEMPLATE_ID: ground_taxi_to_gate TEMPLATE_SKELETON: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA8935, <TXWY> Charlie, Juliet, Kilo, <GATE> A5 [Pilot]: Greensboro Ground, <F#",template_first_with_skeleton_and_action,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#>","[ATC]: SWA8935, taxi to Gate A5 via Charlie, Juliet, Kilo."
